Sequence id,Meter,Date in meter,Connection Status
963923943,00100007,09-02-2016 08:22,Connected
963942123,00100007,09-02-2016 08:27,Disconnected
963943711,00100007,09-02-2016 08:27,Connected
963961475,00100007,09-02-2016 08:33,Disconnected
963963195,00100007,09-02-2016 08:33,Connected
963980507,00100007,09-02-2016 08:38,Disconnected
963981947,00100007,09-02-2016 08:38,Connected
964004499,00100007,09-02-2016 08:46,Disconnected
964005787,00100007,09-02-2016 08:46,Connected
964020639,00100007,09-02-2016 08:51,Disconnected
964022079,00100007,09-02-2016 08:52,Connected
964037847,00100007,09-02-2016 08:57,Disconnected
964042015,00100007,09-02-2016 08:58,Connected
964060403,00100007,09-02-2016 09:03,Disconnected
964062019,00100007,09-02-2016 09:03,Connected
964080351,00100007,09-02-2016 09:09,Disconnected
967934387,00100007,10-02-2016 09:02,Connected
967952139,00100007,10-02-2016 09:07,Disconnected
967953443,00100007,10-02-2016 09:07,Connected
967971027,00100007,10-02-2016 09:12,Disconnected
967972559,00100007,10-02-2016 09:13,Connected
967990191,00100007,10-02-2016 09:18,Disconnected
967991379,00100007,10-02-2016 09:18,Connected
968008879,00100007,10-02-2016 09:23,Disconnected
968010415,00100007,10-02-2016 09:24,Connected
968027055,00100007,10-02-2016 09:29,Disconnected
968028351,00100007,10-02-2016 09:29,Connected
968045939,00100007,10-02-2016 09:34,Disconnected
968047235,00100007,10-02-2016 09:34,Connected
968063927,00100007,10-02-2016 09:40,Disconnected
969032891,00100007,10-02-2016 14:19,Connected
969059059,00100007,10-02-2016 14:24,Disconnected
969061327,00100007,10-02-2016 14:25,Connected
969086563,00100007,10-02-2016 14:30,Disconnected
969088751,00100007,10-02-2016 14:30,Connected
969115243,00100007,10-02-2016 14:35,Disconnected
969117403,00100007,10-02-2016 14:36,Connected
969142315,00100007,10-02-2016 14:41,Disconnected
969144123,00100007,10-02-2016 14:41,Connected
969165275,00100007,10-02-2016 14:46,Disconnected
969167103,00100007,10-02-2016 14:47,Connected
969187031,00100007,10-02-2016 14:52,Disconnected
969188939,00100007,10-02-2016 14:52,Connected
969211487,00100007,10-02-2016 14:57,Disconnected
969213839,00100007,10-02-2016 14:58,Connected
969240523,00100007,10-02-2016 15:03,Disconnected
969243167,00100007,10-02-2016 15:03,Connected
969269783,00100007,10-02-2016 15:08,Disconnected
969272183,00100007,10-02-2016 15:09,Connected
969299467,00100007,10-02-2016 15:14,Disconnected
969301927,00100007,10-02-2016 15:14,Connected
969328607,00100007,10-02-2016 15:19,Disconnected
969331003,00100007,10-02-2016 15:20,Connected
969358399,00100007,10-02-2016 15:25,Disconnected
969360823,00100007,10-02-2016 15:25,Connected
969387043,00100007,10-02-2016 15:30,Disconnected
969389311,00100007,10-02-2016 15:31,Connected
969417239,00100007,10-02-2016 15:36,Disconnected
969419531,00100007,10-02-2016 15:36,Connected
969465995,00100007,10-02-2016 15:46,Disconnected
969467747,00100007,10-02-2016 15:46,Connected
969488959,00100007,10-02-2016 15:51,Disconnected
969490799,00100007,10-02-2016 15:52,Connected
969513623,00100007,10-02-2016 15:57,Disconnected
971608763,00100007,11-02-2016 08:16,Connected
971625179,00100007,11-02-2016 08:21,Disconnected
971626763,00100007,11-02-2016 08:21,Connected
971644079,00100007,11-02-2016 08:26,Disconnected
971645791,00100007,11-02-2016 08:27,Connected
971662511,00100007,11-02-2016 08:32,Disconnected
971677927,00100007,11-02-2016 08:36,Connected
971706631,00100007,11-02-2016 08:46,Disconnected
971707835,00100007,11-02-2016 08:46,Connected
971721531,00100007,11-02-2016 08:51,Disconnected
971722827,00100007,11-02-2016 08:52,Connected
971738043,00100007,11-02-2016 08:57,Disconnected
971739467,00100007,11-02-2016 08:57,Connected
971756791,00100007,11-02-2016 09:02,Disconnected
972540131,00100007,11-02-2016 13:09,Connected
972561379,00100007,11-02-2016 13:15,Disconnected
972563243,00100007,11-02-2016 13:15,Connected
972583927,00100007,11-02-2016 13:20,Disconnected
972585779,00100007,11-02-2016 13:20,Connected
972608031,00100007,11-02-2016 13:26,Disconnected
972609971,00100007,11-02-2016 13:26,Connected
972650171,00100007,11-02-2016 13:35,Disconnected
976884739,00100007,12-02-2016 15:00,Connected
976912415,00100007,12-02-2016 15:05,Disconnected
976914691,00100007,12-02-2016 15:06,Connected
976941195,00100007,12-02-2016 15:11,Disconnected
976943223,00100007,12-02-2016 15:11,Connected
976970607,00100007,12-02-2016 15:16,Disconnected
976972747,00100007,12-02-2016 15:17,Connected
976998647,00100007,12-02-2016 15:22,Disconnected
977000911,00100007,12-02-2016 15:22,Connected
977027791,00100007,12-02-2016 15:27,Disconnected
977030227,00100007,12-02-2016 15:28,Connected
977056859,00100007,12-02-2016 15:33,Disconnected
977059311,00100007,12-02-2016 15:33,Connected
977086151,00100007,12-02-2016 15:38,Disconnected
977088799,00100007,12-02-2016 15:39,Connected
977121571,00100007,12-02-2016 15:46,Disconnected
984304895,00100007,14-02-2016 13:02,Connected
984326083,00100007,14-02-2016 13:07,Disconnected
984785563,00100007,14-02-2016 14:48,Connected
984805959,00100007,14-02-2016 14:53,Disconnected
984807775,00100007,14-02-2016 14:54,Connected
984832203,00100007,14-02-2016 14:59,Disconnected
984834751,00100007,14-02-2016 14:59,Connected
984862115,00100007,14-02-2016 15:05,Disconnected
984864687,00100007,14-02-2016 15:05,Connected
984890059,00100007,14-02-2016 15:10,Disconnected
984892419,00100007,14-02-2016 15:11,Connected
984919619,00100007,14-02-2016 15:16,Disconnected
984922055,00100007,14-02-2016 15:16,Connected
984947553,00100007,14-02-2016 15:21,Disconnected
987097367,00100007,15-02-2016 07:53,Connected
987112151,00100007,15-02-2016 07:58,Disconnected
987113687,00100007,15-02-2016 07:58,Connected
987130563,00100007,15-02-2016 08:03,Disconnected
987132199,00100007,15-02-2016 08:04,Connected
987148687,00100007,15-02-2016 08:09,Disconnected
987150219,00100007,15-02-2016 08:09,Connected
987167127,00100007,15-02-2016 08:14,Disconnected
987168755,00100007,15-02-2016 08:15,Connected
987185403,00100007,15-02-2016 08:20,Disconnected
987187023,00100007,15-02-2016 08:20,Connected
987204223,00100007,15-02-2016 08:25,Disconnected
987205815,00100007,15-02-2016 08:26,Connected
987222783,00100007,15-02-2016 08:31,Disconnected
987224359,00100007,15-02-2016 08:31,Connected
987241671,00100007,15-02-2016 08:36,Disconnected
987243275,00100007,15-02-2016 08:37,Connected
987270159,00100007,15-02-2016 08:46,Disconnected
987271375,00100007,15-02-2016 08:46,Connected
987284599,00100007,15-02-2016 08:51,Disconnected
987285999,00100007,15-02-2016 08:52,Connected
987300607,00100007,15-02-2016 08:57,Disconnected
987302215,00100007,15-02-2016 08:57,Connected
987319607,00100007,15-02-2016 09:02,Disconnected
987321307,00100007,15-02-2016 09:03,Connected
987338823,00100007,15-02-2016 09:08,Disconnected
987340431,00100007,15-02-2016 09:08,Connected
987358255,00100007,15-02-2016 09:13,Disconnected
987360071,00100007,15-02-2016 09:14,Connected
987377453,00100007,15-02-2016 09:19,Disconnected
987379067,00100007,15-02-2016 09:19,Connected
987397003,00100007,15-02-2016 09:24,Disconnected
987398711,00100007,15-02-2016 09:25,Connected
987415863,00100007,15-02-2016 09:30,Disconnected
987417439,00100007,15-02-2016 09:30,Connected
987435315,00100007,15-02-2016 09:35,Disconnected
987436943,00100007,15-02-2016 09:36,Connected
987453395,00100007,15-02-2016 09:41,Disconnected
987454551,00100007,15-02-2016 09:41,Connected
987468775,00100007,15-02-2016 09:46,Disconnected
987469995,00100007,15-02-2016 09:47,Connected
987483611,00100007,15-02-2016 09:52,Disconnected
987484823,00100007,15-02-2016 09:52,Connected
987499599,00100007,15-02-2016 09:57,Disconnected
987501119,00100007,15-02-2016 09:58,Connected
987518263,00100007,15-02-2016 10:03,Disconnected
987519959,00100007,15-02-2016 10:03,Connected
987536495,00100007,15-02-2016 10:08,Disconnected
987538087,00100007,15-02-2016 10:09,Connected
987555115,00100007,15-02-2016 10:14,Disconnected
987556643,00100007,15-02-2016 10:14,Connected
987572755,00100007,15-02-2016 10:19,Disconnected
987574207,00100007,15-02-2016 10:20,Connected
987590927,00100007,15-02-2016 10:25,Disconnected
987592459,00100007,15-02-2016 10:25,Connected
987608755,00100007,15-02-2016 10:30,Disconnected
987610251,00100007,15-02-2016 10:31,Connected
987627015,00100007,15-02-2016 10:36,Disconnected
987628567,00100007,15-02-2016 10:36,Connected
987656047,00100007,15-02-2016 10:46,Disconnected
987657271,00100007,15-02-2016 10:46,Connected
987669743,00100007,15-02-2016 10:51,Disconnected
987670979,00100007,15-02-2016 10:52,Connected
987684575,00100007,15-02-2016 10:57,Disconnected
987685895,00100007,15-02-2016 10:57,Connected
987701859,00100007,15-02-2016 11:02,Disconnected
987703487,00100007,15-02-2016 11:03,Connected
987718987,00100007,15-02-2016 11:08,Disconnected
987720371,00100007,15-02-2016 11:08,Connected
987736095,00100007,15-02-2016 11:13,Disconnected
987737503,00100007,15-02-2016 11:14,Connected
987753323,00100007,15-02-2016 11:19,Disconnected
987754755,00100007,15-02-2016 11:19,Connected
987770831,00100007,15-02-2016 11:24,Disconnected
990701371,00100007,16-02-2016 06:43,Connected
990713431,00100007,16-02-2016 06:48,Disconnected
990714487,00100007,16-02-2016 06:48,Connected
990726335,00100007,16-02-2016 06:54,Disconnected
990727419,00100007,16-02-2016 06:54,Connected
990741015,00100007,16-02-2016 06:59,Disconnected
990742463,00100007,16-02-2016 06:59,Connected
990757663,00100007,16-02-2016 07:05,Disconnected
990759247,00100007,16-02-2016 07:05,Connected
990773555,00100007,16-02-2016 07:10,Disconnected
990774983,00100007,16-02-2016 07:11,Connected
990790539,00100007,16-02-2016 07:16,Disconnected
990792091,00100007,16-02-2016 07:16,Connected
990806527,00100007,16-02-2016 07:21,Disconnected
990808039,00100007,16-02-2016 07:22,Connected
990823995,00100007,16-02-2016 07:27,Disconnected
990825479,00100007,16-02-2016 07:27,Connected
990840655,00100007,16-02-2016 07:32,Disconnected
990842347,00100007,16-02-2016 07:33,Connected
990858351,00100007,16-02-2016 07:38,Disconnected
990859843,00100007,16-02-2016 07:38,Connected
990880215,00100007,16-02-2016 07:46,Disconnected
990881295,00100007,16-02-2016 07:46,Connected
990893807,00100007,16-02-2016 07:51,Disconnected
990895003,00100007,16-02-2016 07:52,Connected
990909223,00100007,16-02-2016 07:57,Disconnected
990910767,00100007,16-02-2016 07:57,Connected
990927451,00100007,16-02-2016 08:02,Disconnected
990929179,00100007,16-02-2016 08:03,Connected
990946107,00100007,16-02-2016 08:08,Disconnected
990947667,00100007,16-02-2016 08:08,Connected
990965027,00100007,16-02-2016 08:13,Disconnected
990966631,00100007,16-02-2016 08:14,Connected
990983779,00100007,16-02-2016 08:19,Disconnected
990985243,00100007,16-02-2016 08:19,Connected
991002531,00100007,16-02-2016 08:24,Disconnected
991003991,00100007,16-02-2016 08:25,Connected
991021235,00100007,16-02-2016 08:30,Disconnected
991022691,00100007,16-02-2016 08:30,Connected
991040651,00100007,16-02-2016 08:35,Disconnected
991042215,00100007,16-02-2016 08:36,Connected
991073415,00100007,16-02-2016 08:46,Disconnected
991074723,00100007,16-02-2016 08:46,Connected
991088415,00100007,16-02-2016 08:51,Disconnected
991089747,00100007,16-02-2016 08:52,Connected
991105059,00100007,16-02-2016 08:57,Disconnected
991106643,00100007,16-02-2016 08:57,Connected
991124327,00100007,16-02-2016 09:03,Disconnected
991125951,00100007,16-02-2016 09:03,Connected
991142951,00100007,16-02-2016 09:08,Disconnected
991277015,00100007,16-02-2016 09:47,Connected
991291459,00100007,16-02-2016 09:52,Disconnected
991292783,00100007,16-02-2016 09:53,Connected
991308431,00100007,16-02-2016 09:58,Disconnected
991309875,00100007,16-02-2016 09:58,Connected
991327271,00100007,16-02-2016 10:03,Disconnected
992075767,00100007,16-02-2016 13:48,Connected
992095423,00100007,16-02-2016 13:53,Disconnected
992097139,00100007,16-02-2016 13:54,Connected
992119323,00100007,16-02-2016 13:59,Disconnected
992121703,00100007,16-02-2016 13:59,Connected
992146019,00100007,16-02-2016 14:04,Disconnected
992148531,00100007,16-02-2016 14:05,Connected
992172199,00100007,16-02-2016 14:10,Disconnected
992174603,00100007,16-02-2016 14:10,Connected
992199875,00100007,16-02-2016 14:15,Disconnected
992202331,00100007,16-02-2016 14:16,Connected
992226879,00100007,16-02-2016 14:21,Disconnected
992229371,00100007,16-02-2016 14:21,Connected
992255107,00100007,16-02-2016 14:26,Disconnected
992257619,00100007,16-02-2016 14:27,Connected
992282487,00100007,16-02-2016 14:32,Disconnected
992285203,00100007,16-02-2016 14:32,Connected
992311655,00100007,16-02-2016 14:37,Disconnected
992314059,00100007,16-02-2016 14:38,Connected
992348771,00100007,16-02-2016 14:46,Disconnected
992350503,00100007,16-02-2016 14:46,Connected
992370447,00100007,16-02-2016 14:52,Disconnected
992372527,00100007,16-02-2016 14:52,Connected
992403087,00100007,16-02-2016 14:59,Disconnected
992405523,00100007,16-02-2016 14:59,Connected
992444771,00100007,16-02-2016 15:07,Disconnected
992446951,00100007,16-02-2016 15:07,Connected
992473075,00100007,16-02-2016 15:12,Disconnected
992475423,00100007,16-02-2016 15:13,Connected
992502499,00100007,16-02-2016 15:18,Disconnected
992504731,00100007,16-02-2016 15:18,Connected
992531011,00100007,16-02-2016 15:23,Disconnected
992533387,00100007,16-02-2016 15:24,Connected
992559903,00100007,16-02-2016 15:29,Disconnected
992562271,00100007,16-02-2016 15:29,Connected
992589283,00100007,16-02-2016 15:34,Disconnected
992591759,00100007,16-02-2016 15:35,Connected
992618387,00100007,16-02-2016 15:40,Disconnected
992620495,00100007,16-02-2016 15:40,Connected
992644015,00100007,16-02-2016 15:46,Disconnected
992645923,00100007,16-02-2016 15:46,Connected
992666695,00100007,16-02-2016 15:51,Disconnected
992668719,00100007,16-02-2016 15:52,Connected
992691595,00100007,16-02-2016 15:57,Disconnected
992693911,00100007,16-02-2016 15:57,Connected
992720499,00100007,16-02-2016 16:02,Disconnected
992723071,00100007,16-02-2016 16:03,Connected
992749083,00100007,16-02-2016 16:08,Disconnected
992751335,00100007,16-02-2016 16:08,Connected
992777179,00100007,16-02-2016 16:14,Disconnected
992779351,00100007,16-02-2016 16:14,Connected
992804619,00100007,16-02-2016 16:19,Disconnected
992806659,00100007,16-02-2016 16:20,Connected
992832003,00100007,16-02-2016 16:25,Disconnected
992834247,00100007,16-02-2016 16:25,Connected
992858639,00100007,16-02-2016 16:30,Disconnected
