Meter,Days Connected,Days Disconnected
00102BA3,,2016-02-16
00102BA3,,2016-02-17
00102BA3,,2016-02-18
00102BA3,,2016-02-19
00102BA3,,2016-02-20
00102BA3,,2016-02-21
00102BA3,,2016-02-22
00102BA3,,2016-02-23
00102BA3,,2016-02-24
00102BA3,,2016-02-25
00102BA3,,2016-02-26
00102BA3,,2016-02-27
00102BA3,,2016-02-28
00102BA3,,2016-02-29
00102BA3,,2016-03-01
00102BA3,,2016-03-02
00102BA3,,2016-03-03
00102BA3,,2016-03-04
00102BA3,,2016-03-05
00102BA3,,2016-03-06
00102BA3,,2016-03-07
00102BA3,,2016-03-08
00102BB9,,2016-02-09
00102BB9,,2016-02-10
00102BB9,,2016-02-11
00102BB9,,2016-02-12
00102BB9,,2016-02-13
00102BB9,,2016-02-14
00102BB9,,2016-02-15
00102BB9,,2016-02-16
00102BB9,,2016-02-17
00102BB9,,2016-02-18
00102BB9,,2016-02-19
00102BB9,,2016-02-20
00102BB9,,2016-02-21
00102BB9,,2016-02-22
00102BB9,,2016-02-23
00102BB9,,2016-02-24
00102BB9,,2016-02-25
00102BB9,,2016-02-26
00102BB9,,2016-02-27
00102BB9,,2016-02-28
00102BB9,,2016-02-29
00102BB9,,2016-03-01
00102BB9,,2016-03-02
00102BB9,,2016-03-03
00102BB9,,2016-03-04
00102BB9,,2016-03-05
00102BB9,,2016-03-06
00102BB9,,2016-03-07
00102BB9,,2016-03-08
00102BEA,2016-02-09,2016-02-10
00102BEA,2016-02-11,2016-02-14
00102BEA,2016-02-12,2016-02-18
00102BEA,2016-02-13,2016-02-20
00102BEA,2016-02-15,2016-02-22
00102BEA,2016-02-16,2016-02-23
00102BEA,2016-02-17,2016-02-26
00102BEA,2016-02-19,2016-02-28
00102BEA,2016-02-21,2016-03-01
00102BEA,2016-02-24,2016-03-02
00102BEA,2016-02-25,2016-03-04
00102BEA,2016-02-27,2016-03-05
00102BEA,2016-02-29,2016-03-09
00102BEA,2016-03-03,
00102BEA,2016-03-06,
00102BEA,2016-03-07,
00102BEA,2016-03-08,
00102C66,,2016-02-11
00102C66,,2016-02-12
00102C66,,2016-02-13
00102C66,,2016-02-14
00102C66,,2016-02-15
00102C66,,2016-02-16
00102C66,,2016-02-17
00102C66,,2016-02-18
00102C66,,2016-02-19
00102C66,,2016-02-20
00102C66,,2016-02-21
00102C66,,2016-02-22
00102C66,,2016-02-23
00102C66,,2016-02-24
00102C66,,2016-02-25
00102C66,,2016-02-26
00102C66,,2016-02-27
00102C66,,2016-02-28
00102C66,,2016-02-29
00102C66,,2016-03-01
00102C66,,2016-03-02
00102C66,,2016-03-03
00102C66,,2016-03-04
00102C66,,2016-03-05
00102C66,,2016-03-06
00102C66,,2016-03-07
00102C66,,2016-03-08
00102CDE,,2016-02-09
00102CDE,,2016-02-10
00102CDE,,2016-02-11
00102CDE,,2016-02-12
00102CDE,,2016-02-13
00102CDE,,2016-02-14
00102CDE,,2016-02-15
00102CDE,,2016-02-16
00102CDE,,2016-02-17
00102CDE,,2016-02-18
00102CDE,,2016-02-19
00102CDE,,2016-02-20
00102CDE,,2016-02-21
00102CDE,,2016-02-22
00102CDE,,2016-02-23
00102CDE,,2016-02-24
00102CDE,,2016-02-25
00102CDE,,2016-02-26
00102CDE,,2016-02-27
00102CDE,,2016-02-28
00102CDE,,2016-02-29
00102CDE,,2016-03-01
00102CDE,,2016-03-02
00102CDE,,2016-03-03
00102CDE,,2016-03-04
00102CDE,,2016-03-05
00102CDE,,2016-03-06
00102CDE,,2016-03-07
00102CE6,,2016-02-09
00102CE6,,2016-02-10
00102CE6,,2016-02-11
00102CE6,,2016-02-12
00102CE6,,2016-02-13
00102CE6,,2016-02-14
00102CE6,,2016-02-15
00102CE6,,2016-02-16
00102CE6,,2016-02-17
00102CE6,,2016-02-18
00102CE6,,2016-02-19
00102CE6,,2016-02-20
00102CE6,,2016-02-21
00102CE6,,2016-02-22
00102CE6,,2016-02-23
00102CE6,,2016-02-24
00102CE6,,2016-02-25
00102CE6,,2016-02-26
00102CE6,,2016-02-27
00102CE6,,2016-02-28
00102CE6,,2016-02-29
00102CE6,,2016-03-01
00102CE6,,2016-03-02
00102CE6,,2016-03-03
00102CE6,,2016-03-04
00102CE6,,2016-03-05
00102CE6,,2016-03-06
00102CE6,,2016-03-07
00102CE6,,2016-03-08
00102D4F,,2016-02-09
00102D4F,,2016-02-10
00102D4F,,2016-02-11
00102D4F,,2016-02-12
00102D4F,,2016-02-13
00102D4F,,2016-02-14
00102D4F,,2016-02-15
00102D4F,,2016-02-16
00102D4F,,2016-02-17
00102D4F,,2016-02-18
00102D4F,,2016-02-19
00102D4F,,2016-02-20
00102D4F,,2016-02-21
00102D4F,,2016-02-22
00102D4F,,2016-02-23
00102D4F,,2016-02-24
00102D4F,,2016-02-25
00102D4F,,2016-02-26
00102D4F,,2016-02-27
00102D4F,,2016-02-28
00102D4F,,2016-02-29
00102D4F,,2016-03-01
00102D4F,,2016-03-02
00102D4F,,2016-03-03
00102D4F,,2016-03-04
00102D4F,,2016-03-05
00102D4F,,2016-03-06
00102D4F,,2016-03-07
00102D4F,,2016-03-08
00102D4F,,2016-03-09
00102D66,2016-02-09,2016-02-10
00102D66,2016-02-11,2016-02-12
00102D66,2016-02-24,2016-02-13
00102D66,2016-03-06,2016-02-14
00102D66,2016-03-08,2016-02-15
00102D66,,2016-02-16
00102D66,,2016-02-17
00102D66,,2016-02-18
00102D66,,2016-02-19
00102D66,,2016-02-20
00102D66,,2016-02-21
00102D66,,2016-02-22
00102D66,,2016-02-23
00102D66,,2016-02-25
00102D66,,2016-02-26
00102D66,,2016-02-27
00102D66,,2016-02-28
00102D66,,2016-02-29
00102D66,,2016-03-01
00102D66,,2016-03-02
00102D66,,2016-03-03
00102D66,,2016-03-04
00102D66,,2016-03-05
00102D66,,2016-03-07
00102D66,,2016-03-09
00102DBA,,2016-02-09
00102DBA,,2016-02-10
00102DBA,,2016-02-11
00102DBA,,2016-02-12
00102DBA,,2016-02-13
00102DBA,,2016-02-14
00102DBA,,2016-02-15
00102DBA,,2016-02-16
00102DBA,,2016-02-17
00102DBA,,2016-02-18
00102DBA,,2016-02-19
00102DBA,,2016-02-20
00102DBA,,2016-02-21
00102DBA,,2016-02-22
00102DBA,,2016-02-23
00102DBA,,2016-02-24
00102DBA,,2016-02-25
00102DBA,,2016-02-26
00102DBA,,2016-02-27
00102DBA,,2016-02-28
00102DBA,,2016-02-29
00102DBA,,2016-03-01
00102DBA,,2016-03-02
00102DBA,,2016-03-03
00102DBA,,2016-03-04
00102DBA,,2016-03-05
00102DBA,,2016-03-06
00102DBA,,2016-03-07
00102DBA,,2016-03-08
00102DEA,2016-02-22,2016-02-09
00102DEA,,2016-02-10
00102DEA,,2016-02-11
00102DEA,,2016-02-12
00102DEA,,2016-02-13
00102DEA,,2016-02-14
00102DEA,,2016-02-15
00102DEA,,2016-02-16
00102DEA,,2016-02-17
00102DEA,,2016-02-18
00102DEA,,2016-02-19
00102DEA,,2016-02-20
00102DEA,,2016-02-21
00102DEA,,2016-02-23
00102DEA,,2016-02-24
00102DEA,,2016-02-25
00102DEA,,2016-02-26
00102DEA,,2016-02-27
00102DEA,,2016-02-28
00102DEA,,2016-02-29
00102DEA,,2016-03-01
00102DEA,,2016-03-02
00102DEA,,2016-03-03
00102DEA,,2016-03-04
00102DEA,,2016-03-05
00102DEA,,2016-03-06
00102DEA,,2016-03-07
00102DF7,,2016-02-09
00102DF7,,2016-02-10
00102DF7,,2016-02-11
00102DF7,,2016-02-12
00102DF7,,2016-02-13
00102DF7,,2016-02-14
00102DF7,,2016-02-15
00102DF7,,2016-02-16
00102DF7,,2016-02-17
00102DF7,,2016-02-18
00102DF7,,2016-02-19
00102DF7,,2016-02-20
00102DF7,,2016-02-21
00102DF7,,2016-02-22
00102DF7,,2016-02-23
00102DF7,,2016-02-24
00102DF7,,2016-02-25
00102DF7,,2016-02-26
00102DF7,,2016-02-27
00102DF7,,2016-02-28
00102DF7,,2016-02-29
00102DF7,,2016-03-01
00102DF7,,2016-03-02
00102DF7,,2016-03-03
00102DF7,,2016-03-04
00102DF7,,2016-03-05
00102DF7,,2016-03-06
00102DF7,,2016-03-07
00102DF7,,2016-03-08
00102E0E,2016-02-26,2016-02-18
00102E0E,,2016-02-19
00102E0E,,2016-02-20
00102E0E,,2016-02-21
00102E0E,,2016-02-22
00102E0E,,2016-02-23
00102E0E,,2016-02-24
00102E0E,,2016-02-25
00102E0E,,2016-02-27
00102E0E,,2016-02-28
00102E0E,,2016-02-29
00102E0E,,2016-03-01
00102E0E,,2016-03-02
00102E0E,,2016-03-03
00102E0E,,2016-03-04
00102E30,,2016-02-09
00102E30,,2016-02-10
00102E30,,2016-02-11
00102E30,,2016-02-12
00102E30,,2016-02-13
00102E30,,2016-02-14
00102E30,,2016-02-15
00102E30,,2016-02-16
00102E30,,2016-02-17
00102E30,,2016-02-18
00102E30,,2016-02-19
00102E30,,2016-02-20
00102E30,,2016-02-21
00102E30,,2016-02-22
00102E30,,2016-02-23
00102E30,,2016-02-24
00102E30,,2016-02-25
00102E30,,2016-02-26
00102E30,,2016-02-27
00102E30,,2016-02-28
00102E30,,2016-02-29
00102E30,,2016-03-01
00102E30,,2016-03-02
00102E30,,2016-03-03
00102E30,,2016-03-04
00102E30,,2016-03-05
00102E30,,2016-03-06
00102E30,,2016-03-07
00102E30,,2016-03-08
00102E44,2016-02-22,2016-02-09
00102E44,2016-02-25,2016-02-10
00102E44,2016-02-26,2016-02-11
00102E44,2016-02-28,2016-02-12
00102E44,2016-03-03,2016-02-13
00102E44,2016-03-04,2016-02-14
00102E44,2016-03-05,2016-02-15
00102E44,2016-03-06,2016-02-16
00102E44,2016-03-07,2016-02-17
00102E44,2016-03-08,2016-02-18
00102E44,2016-03-09,2016-02-19
00102E44,,2016-02-20
00102E44,,2016-02-21
00102E44,,2016-02-23
00102E44,,2016-02-24
00102E44,,2016-02-27
00102E44,,2016-02-29
00102E44,,2016-03-01
00102E44,,2016-03-02
00102E6C,2016-02-09,2016-02-23
00102E6C,2016-02-10,2016-02-24
00102E6C,2016-02-11,2016-02-26
00102E6C,2016-02-12,2016-02-27
00102E6C,2016-02-13,2016-02-28
00102E6C,2016-02-14,
00102E6C,2016-02-15,
00102E6C,2016-02-16,
00102E6C,2016-02-17,
00102E6C,2016-02-18,
00102E6C,2016-02-19,
00102E6C,2016-02-20,
00102E6C,2016-02-21,
00102E6C,2016-02-22,
00102E6C,2016-02-25,
00102E6C,2016-02-29,
00102E6C,2016-03-01,
00102E6C,2016-03-02,
00102E6C,2016-03-03,
00102E6C,2016-03-04,
00102E6C,2016-03-05,
00102E6C,2016-03-06,
00102E6C,2016-03-07,
00102E6C,2016-03-08,
00102E6C,2016-03-09,
00102E98,,2016-02-09
00102E98,,2016-02-10
00102E98,,2016-02-11
00102E98,,2016-02-12
00102E98,,2016-02-13
00102E98,,2016-02-14
00102E98,,2016-02-15
00102E98,,2016-02-16
00102E98,,2016-02-17
00102E98,,2016-02-18
00102E98,,2016-02-19
00102E98,,2016-02-20
00102E98,,2016-02-21
00102E98,,2016-02-22
00102E98,,2016-02-23
00102E98,,2016-02-24
00102E98,,2016-02-25
00102E98,,2016-02-26
00102E98,,2016-02-27
00102E98,,2016-02-28
00102E98,,2016-02-29
00102E98,,2016-03-01
00102E98,,2016-03-02
00102E98,,2016-03-03
00102E98,,2016-03-04
00102E98,,2016-03-05
00102E98,,2016-03-06
00102E98,,2016-03-07
00102E98,,2016-03-08
00102E98,,2016-03-09
00102E9B,,2016-02-09
00102E9B,,2016-02-10
00102E9B,,2016-02-11
00102E9B,,2016-02-12
00102E9B,,2016-02-13
00102E9B,,2016-02-14
00102E9B,,2016-02-15
00102E9B,,2016-02-16
00102E9B,,2016-02-17
00102E9B,,2016-02-18
00102E9B,,2016-02-19
00102E9B,,2016-02-20
00102E9B,,2016-02-21
00102E9B,,2016-02-22
00102E9B,,2016-02-23
00102E9B,,2016-02-24
00102E9B,,2016-02-25
00102E9B,,2016-02-26
00102E9B,,2016-02-27
00102E9B,,2016-02-28
00102E9B,,2016-02-29
00102E9B,,2016-03-01
00102E9B,,2016-03-02
00102E9B,,2016-03-03
00102E9B,,2016-03-04
00102E9B,,2016-03-05
00102E9B,,2016-03-06
00102E9B,,2016-03-07
00102ED4,,2016-02-09
00102ED4,,2016-02-10
00102ED4,,2016-02-11
00102ED4,,2016-02-12
00102ED4,,2016-02-13
00102ED4,,2016-02-14
00102ED4,,2016-02-15
00102ED4,,2016-02-16
00102ED4,,2016-02-17
00102ED4,,2016-02-18
00102ED4,,2016-02-19
00102ED4,,2016-02-20
00102ED4,,2016-02-21
00102ED4,,2016-02-22
00102ED4,,2016-02-23
00102ED4,,2016-02-24
00102ED4,,2016-02-25
00102ED4,,2016-02-26
00102ED4,,2016-02-27
00102ED4,,2016-02-28
00102ED4,,2016-02-29
00102ED4,,2016-03-01
00102ED4,,2016-03-02
00102ED4,,2016-03-03
00102ED4,,2016-03-04
00102ED4,,2016-03-05
00102ED4,,2016-03-06
00102ED4,,2016-03-07
00102ED4,,2016-03-08
00102EED,,2016-02-09
00102EED,,2016-02-10
00102EED,,2016-02-11
00102EED,,2016-02-12
00102EED,,2016-02-13
00102EED,,2016-02-14
00102EED,,2016-02-15
00102EED,,2016-02-16
00102EED,,2016-02-17
00102EED,,2016-02-18
00102EED,,2016-02-19
00102EED,,2016-02-20
00102EED,,2016-02-21
00102EED,,2016-02-22
00102EED,,2016-02-23
00102EED,,2016-02-24
00102EED,,2016-02-25
00102EED,,2016-02-26
00102EED,,2016-02-27
00102EED,,2016-02-28
00102EED,,2016-02-29
00102EED,,2016-03-01
00102EED,,2016-03-02
00102EED,,2016-03-03
00102EED,,2016-03-04
00102EED,,2016-03-05
00102EED,,2016-03-06
00102EED,,2016-03-07
00102EED,,2016-03-08
00102F0C,,2016-02-09
00102F0C,,2016-02-10
00102F0C,,2016-02-11
00102F0C,,2016-02-12
00102F0C,,2016-02-13
00102F0C,,2016-02-14
00102F0C,,2016-02-15
00102F0C,,2016-02-16
00102F0C,,2016-02-17
00102F0C,,2016-02-18
00102F0C,,2016-02-19
00102F0C,,2016-02-20
00102F0C,,2016-02-21
00102F0C,,2016-02-22
00102F0C,,2016-02-23
00102F0C,,2016-02-24
00102F0C,,2016-02-25
00102F0C,,2016-02-26
00102F0C,,2016-02-27
00102F0C,,2016-02-28
00102F0C,,2016-02-29
00102F0C,,2016-03-01
00102F0C,,2016-03-02
00102F0C,,2016-03-03
00102F0C,,2016-03-04
00102F1F,,2016-02-09
00102F1F,,2016-02-10
00102F1F,,2016-02-11
00102F1F,,2016-02-12
00102F1F,,2016-02-13
00102F1F,,2016-02-14
00102F1F,,2016-02-15
00102F1F,,2016-02-16
00102F1F,,2016-02-17
00102F1F,,2016-02-18
00102F1F,,2016-02-19
00102F1F,,2016-02-20
00102F1F,,2016-02-21
00102F1F,,2016-02-22
00102F1F,,2016-02-23
00102F1F,,2016-02-24
00102F1F,,2016-02-25
00102F1F,,2016-02-26
00102F1F,,2016-02-27
00102F1F,,2016-02-28
00102F1F,,2016-02-29
00102F1F,,2016-03-01
00102F1F,,2016-03-02
00102F1F,,2016-03-03
00102F1F,,2016-03-04
00102F1F,,2016-03-05
00102F1F,,2016-03-06
00102F1F,,2016-03-07
00102FB3,,2016-02-09
00102FB3,,2016-02-10
00102FB3,,2016-02-11
00102FB3,,2016-02-12
00102FB3,,2016-02-13
00102FB3,,2016-02-14
00102FB3,,2016-02-15
00102FB3,,2016-02-16
00102FB3,,2016-02-17
00102FB3,,2016-02-18
00102FB3,,2016-02-19
00102FB3,,2016-02-20
00102FB3,,2016-02-21
00102FB3,,2016-02-22
00102FB3,,2016-02-23
00102FB3,,2016-02-24
00102FB3,,2016-02-25
00102FB3,,2016-02-26
00102FB3,,2016-02-27
00102FB3,,2016-02-28
00102FB3,,2016-02-29
00102FB3,,2016-03-01
00102FB3,,2016-03-02
00102FB3,,2016-03-03
00102FB3,,2016-03-04
00102FB3,,2016-03-05
00102FB3,,2016-03-06
00102FB3,,2016-03-07
00102FB3,,2016-03-08
00102FCE,,2016-02-09
00102FCE,,2016-02-10
00102FCE,,2016-02-11
00102FCE,,2016-02-12
00102FCE,,2016-02-13
00102FCE,,2016-02-14
00102FCE,,2016-02-15
00102FCE,,2016-02-16
00102FCE,,2016-02-17
00102FCE,,2016-02-18
00102FCE,,2016-02-19
00102FCE,,2016-02-20
00102FCE,,2016-02-21
00102FCE,,2016-02-22
00102FCE,,2016-02-23
00102FCE,,2016-02-24
00102FCE,,2016-02-25
00102FCE,,2016-02-26
00102FCE,,2016-02-27
00102FCE,,2016-02-28
00102FCE,,2016-02-29
00102FCE,,2016-03-01
00102FCE,,2016-03-02
00102FCE,,2016-03-03
00102FCE,,2016-03-04
00102FCE,,2016-03-05
00102FCE,,2016-03-06
00102FCE,,2016-03-07
00102FCE,,2016-03-08
00102FD5,,2016-02-09
00102FD5,,2016-02-10
00102FD5,,2016-02-11
00102FD5,,2016-02-12
00102FD5,,2016-02-13
00102FD5,,2016-02-14
00102FD5,,2016-02-15
00102FD5,,2016-02-16
00102FD5,,2016-02-17
00102FD5,,2016-02-18
00102FD5,,2016-02-19
00102FD5,,2016-02-20
00102FD5,,2016-02-21
00102FD5,,2016-02-22
00102FD5,,2016-02-23
00102FD5,,2016-02-24
00102FD5,,2016-02-25
00102FD5,,2016-02-26
00102FD5,,2016-02-27
00102FD5,,2016-02-28
00102FD5,,2016-02-29
00102FD5,,2016-03-01
00102FD5,,2016-03-02
00102FD5,,2016-03-03
00102FD5,,2016-03-04
00102FD5,,2016-03-05
00102FD5,,2016-03-06
00102FD5,,2016-03-07
00102FD5,,2016-03-08
0010300C,2016-02-14,2016-02-12
0010300C,2016-02-22,2016-02-13
0010300C,2016-02-27,2016-02-15
0010300C,,2016-02-16
0010300C,,2016-02-17
0010300C,,2016-02-18
0010300C,,2016-02-19
0010300C,,2016-02-20
0010300C,,2016-02-21
0010300C,,2016-02-23
0010300C,,2016-02-24
0010300C,,2016-02-25
0010300C,,2016-02-26
0010300C,,2016-02-28
0010300C,,2016-02-29
0010300C,,2016-03-01
0010300C,,2016-03-02
0010300C,,2016-03-03
00103031,2016-02-16,2016-02-10
00103031,2016-03-09,2016-02-11
00103031,,2016-02-12
00103031,,2016-02-13
00103031,,2016-02-14
00103031,,2016-02-15
00103031,,2016-02-17
00103031,,2016-02-18
00103031,,2016-02-19
00103031,,2016-02-20
00103031,,2016-02-21
00103031,,2016-02-22
00103031,,2016-02-23
00103031,,2016-02-24
00103031,,2016-02-25
00103031,,2016-02-26
00103031,,2016-02-27
00103031,,2016-02-28
00103031,,2016-02-29
00103031,,2016-03-01
00103031,,2016-03-02
00103031,,2016-03-03
00103031,,2016-03-04
00103031,,2016-03-05
00103031,,2016-03-06
00103031,,2016-03-07
00103031,,2016-03-08
00103040,,2016-02-09
00103040,,2016-02-10
00103040,,2016-02-11
00103040,,2016-02-12
00103040,,2016-02-13
00103040,,2016-02-14
00103040,,2016-02-15
00103040,,2016-02-16
00103040,,2016-02-17
00103040,,2016-02-18
00103040,,2016-02-19
00103040,,2016-02-20
00103040,,2016-02-21
00103040,,2016-02-22
00103040,,2016-02-23
00103040,,2016-02-24
00103040,,2016-02-25
00103040,,2016-02-26
00103040,,2016-02-27
00103040,,2016-02-28
00103040,,2016-02-29
00103040,,2016-03-01
00103040,,2016-03-02
00103040,,2016-03-03
00103040,,2016-03-04
00103040,,2016-03-05
00103040,,2016-03-06
00103040,,2016-03-07
00103040,,2016-03-08
00103040,,2016-03-09
001030A6,,2016-02-09
001030A6,,2016-02-10
001030A6,,2016-02-11
001030A6,,2016-02-12
001030A6,,2016-02-13
001030A6,,2016-02-14
001030A6,,2016-02-15
001030A6,,2016-02-16
001030A6,,2016-02-17
001030A6,,2016-02-18
001030A6,,2016-02-19
001030A6,,2016-02-20
001030A6,,2016-02-21
001030A6,,2016-02-22
001030A6,,2016-02-23
001030A6,,2016-02-24
001030A6,,2016-02-25
001030A6,,2016-02-26
001030A6,,2016-02-27
001030A6,,2016-02-28
001030A6,,2016-02-29
001030A6,,2016-03-01
001030A6,,2016-03-02
001030A6,,2016-03-03
001030A6,,2016-03-04
001030A6,,2016-03-05
001030A6,,2016-03-06
001030A6,,2016-03-07
001030A6,,2016-03-08
001030A6,,2016-03-09
00103106,,2016-02-09
00103106,,2016-02-10
00103106,,2016-02-11
00103106,,2016-02-12
00103106,,2016-02-13
00103106,,2016-02-14
00103106,,2016-02-15
00103106,,2016-02-16
00103106,,2016-02-17
00103106,,2016-02-18
00103106,,2016-02-19
00103106,,2016-02-20
00103106,,2016-02-21
00103106,,2016-02-22
00103106,,2016-02-23
00103106,,2016-02-24
00103106,,2016-02-25
00103106,,2016-02-26
00103106,,2016-02-27
00103106,,2016-02-28
00103106,,2016-02-29
00103106,,2016-03-01
00103106,,2016-03-02
00103106,,2016-03-03
00103106,,2016-03-04
00103106,,2016-03-05
00103106,,2016-03-06
00103106,,2016-03-07
00103115,2016-03-09,2016-02-09
00103115,,2016-02-10
00103115,,2016-02-11
00103115,,2016-02-12
00103115,,2016-02-13
00103115,,2016-02-14
00103115,,2016-02-15
00103115,,2016-02-16
00103115,,2016-02-17
00103115,,2016-02-18
00103115,,2016-02-19
00103115,,2016-02-20
00103115,,2016-02-21
00103115,,2016-02-22
00103115,,2016-02-23
00103115,,2016-02-24
00103115,,2016-02-25
00103115,,2016-02-26
00103115,,2016-02-27
00103115,,2016-02-28
00103115,,2016-02-29
00103115,,2016-03-01
00103115,,2016-03-02
00103115,,2016-03-03
00103115,,2016-03-04
00103115,,2016-03-05
00103115,,2016-03-06
00103115,,2016-03-07
00103115,,2016-03-08
0010313B,,2016-02-18
0010313B,,2016-02-19
0010313B,,2016-02-20
0010313B,,2016-02-21
0010313B,,2016-02-22
0010313B,,2016-02-23
0010313B,,2016-02-24
0010313B,,2016-02-25
0010313B,,2016-02-26
0010313B,,2016-02-27
0010313B,,2016-02-28
0010313B,,2016-02-29
0010313B,,2016-03-01
0010313B,,2016-03-02
0010313B,,2016-03-03
0010313B,,2016-03-04
0010313B,,2016-03-05
0010313B,,2016-03-06
0010313B,,2016-03-07
0010313B,,2016-03-08
0010315C,2016-03-09,2016-02-09
0010315C,,2016-02-10
0010315C,,2016-02-11
0010315C,,2016-02-12
0010315C,,2016-02-13
0010315C,,2016-02-14
0010315C,,2016-02-15
0010315C,,2016-02-16
0010315C,,2016-02-17
0010315C,,2016-02-18
0010315C,,2016-02-19
0010315C,,2016-02-20
0010315C,,2016-02-21
0010315C,,2016-02-22
0010315C,,2016-02-23
0010315C,,2016-02-24
0010315C,,2016-02-25
0010315C,,2016-02-26
0010315C,,2016-02-27
0010315C,,2016-02-28
0010315C,,2016-02-29
0010315C,,2016-03-01
0010315C,,2016-03-02
0010315C,,2016-03-03
0010315C,,2016-03-04
0010315C,,2016-03-05
0010315C,,2016-03-06
0010315C,,2016-03-07
0010315C,,2016-03-08
00103187,2016-02-23,2016-02-10
00103187,,2016-02-11
00103187,,2016-02-12
00103187,,2016-02-13
00103187,,2016-02-14
00103187,,2016-02-15
00103187,,2016-02-16
00103187,,2016-02-17
00103187,,2016-02-18
00103187,,2016-02-19
00103187,,2016-02-20
00103187,,2016-02-21
00103187,,2016-02-22
00103187,,2016-02-24
00103187,,2016-02-25
00103187,,2016-02-26
00103187,,2016-02-27
00103187,,2016-02-28
00103189,2016-02-13,2016-02-09
00103189,2016-02-23,2016-02-10
00103189,,2016-02-11
00103189,,2016-02-12
00103189,,2016-02-14
00103189,,2016-02-15
00103189,,2016-02-16
00103189,,2016-02-17
00103189,,2016-02-18
00103189,,2016-02-19
00103189,,2016-02-20
00103189,,2016-02-21
00103189,,2016-02-22
00103189,,2016-02-24
00103189,,2016-02-25
00103189,,2016-02-26
00103189,,2016-02-27
00103189,,2016-02-28
00103189,,2016-02-29
00103189,,2016-03-01
00103189,,2016-03-02
00103189,,2016-03-03
0010318F,2016-02-09,2016-02-10
0010318F,2016-02-12,2016-02-11
0010318F,2016-02-16,2016-02-13
0010318F,2016-03-01,2016-02-14
0010318F,2016-03-02,2016-02-15
0010318F,2016-03-07,2016-02-17
0010318F,,2016-02-18
0010318F,,2016-02-19
0010318F,,2016-02-20
0010318F,,2016-02-21
0010318F,,2016-02-22
0010318F,,2016-02-23
0010318F,,2016-02-24
0010318F,,2016-02-25
0010318F,,2016-02-26
0010318F,,2016-02-27
0010318F,,2016-02-28
0010318F,,2016-02-29
0010318F,,2016-03-03
0010318F,,2016-03-04
0010318F,,2016-03-05
0010318F,,2016-03-06
0010318F,,2016-03-08
001031A0,2016-03-09,2016-02-09
001031A0,,2016-02-10
001031A0,,2016-02-11
001031A0,,2016-02-12
001031A0,,2016-02-13
001031A0,,2016-02-14
001031A0,,2016-02-15
001031A0,,2016-02-16
001031A0,,2016-02-17
001031A0,,2016-02-18
001031A0,,2016-02-19
001031A0,,2016-02-20
001031A0,,2016-02-21
001031A0,,2016-02-22
001031A0,,2016-02-23
001031A0,,2016-02-24
001031A0,,2016-02-25
001031A0,,2016-02-26
001031A0,,2016-02-27
001031A0,,2016-02-28
001031A0,,2016-02-29
001031A0,,2016-03-01
